GEOID,avg_hourly_wage
0608102,51.6169722598018
0608103,75.24373329135777
0608104,75.10962398110564
0608105,78.81566883706431
0608106,79.25470747087375
0608301,30.98432156016421
0608302,36.44982323611415
0608303,43.929396866979616
0608505,54.03606407342798
0608506,52.525043588731975
0608507,104.87479673508564
0608508,76.08797837193677
0608510,57.58347062904031
0608511,65.66804660484331
0608512,68.75358369610657
0608515,77.67460116608633
0608516,83.68574683513086
0608517,73.3686604810259
0608518,62.60427298310885
0608519,56.728464054802366
0608520,53.37354539414223
0608521,41.25951853459494
0608522,110.29312459437892
0608701,47.926847044677
0608702,71.60936870066115
0608900,33.636149474643204
0609501,47.814046980081514
0609502,40.27345918046707
0609503,44.31503222241137
0609702,41.35898692217077
0609704,49.142466983007
0609705,36.731460980284204
0609706,48.559842885814334
0609901,29.47006301386632
0609902,29.379069167308852
0609903,35.24258759463432
0609904,36.337852591530954
0610100,36.06226095590354
0610701,31.339198864984205
0610702,85.54697584439494
0610703,24.62487928647869
0611102,65.94105808509828
0611103,32.25242505917611
0611104,46.05756561520817
0611107,45.688613743620984
0611108,45.87633276501598
0611109,49.521125759862294
0611301,40.61132144306913
0611302,38.46168989292428
0800100,33.447159097934815
0800200,53.665825305918
0800301,278.4893430820077
0800302,42.72325626575668
0800303,45.42421540824915
0800401,77.80385873760403
0800501,43.879649075724394
0800502,44.660606540930196
0800601,50.59738694087639
0800701,41.88150114825013
0800702,40.179582834868626
0800703,48.20993148625802
0800801,44.965626584882195
0800901,64.06512562587228
0800902,58.45825226426193
0801001,42.04926577360836
0801002,27.43275447490893
0801003,40.88971478446556
0801101,39.64109373498069
0801201,31.765645952231225
0801202,35.30731265853558
0801301,29.106046693236188
0801401,39.562698338119304
0801501,48.2806967641309
0801601,34.46718023298798
0801602,60.84465825373258
0801603,42.320520517157895
0801701,59.20327920657263
0801702,47.45337811268131
0801703,32.21371898518069
0801704,62.76727913061006
0801705,41.55049299522796
0801800,31.633786694082055
0801900,24.35623619003671
0802001,31.549187607601755
0802002,45.48576089625442
0802003,45.71809071928971
0802004,29.980263826139627
0802005,31.716331306339306
0802006,29.12416647982649
0802101,44.082550836012736
0802200,37.998033970823826
0802301,32.16682546773536
0802401,43.07794701384524
0802501,30.202323874285415
0920100,45.820750110090074
0920201,26.00940534087238
0920202,38.9424409035468
0920203,36.95340999074877
0920204,31.987172590377615
0920205,47.69444762609292
0920206,34.34155533197778
0920207,52.58207926547345
0920301,38.27713424775305
0920401,36.33877359617352
0920402,37.24405183441619
0920500,41.13495593224612
0920601,33.722786618388206
0920602,42.456835235582695
0920603,33.34404154052999
0920604,48.25656263323703
0920701,35.024820645003594
0920702,37.82311623497987
0920703,43.62978180880473
0920801,30.62161863415446
0920802,53.49411336349328
0920901,77.55115051380109
0920902,102.52126515868282
0920903,55.76858313660816
0920904,56.64213059922705
1000101,43.36299083821664
1000102,32.623482633338256
1000103,27.630176829442952
1000104,32.023534987123
1000105,41.26208204396313
1000200,33.134627789294505
1000301,176.77820727949754
1000302,31.011898056835932
1100101,92.66700896430332
1100102,44.464681496444456
1100103,55.13944281842129
1100104,39.70342715488261
1100105,52.91367586802
1100106,57.01005966428905
1200101,27.311473549030914
1200102,42.54368003998528
1200398,34.51565100805782
1200500,45.40633579373829
1200798,27.108600043392382
1200901,26.113506226297957
1200902,55.993961567029864
1200903,52.29611552066157
1200904,28.424723589176303
1200905,34.39955549136132
1201101,48.50011807059461
1201102,26.733707194145843
1201103,48.84167184395868
1201104,32.48667874385762
1201105,28.359999773675682
1201106,33.75411925483767
1201107,22.46727218625151
1201108,44.28714189054252
1201109,30.782254516437455
1201110,38.629112625521216
1201111,40.58522789080686
1201112,33.62163762784412
1201113,33.910501269105914
1201114,36.80770002795755
1201115,29.62017159023916
1201116,45.88242304328227
1201117,53.06435436981563
1201398,28.200298607363337
1201500,37.53320239724479
1201700,34.24732434000451
1201901,32.960884916433315
1201902,31.880386041873503
1202101,85.39790854689295
1202102,64.53712170024852
1202103,44.252074182832395
1202799,27.05091687668322
1203101,27.076296752129096
1203102,28.41407526124
1203103,33.1562968177746
1203104,27.128008737657414
1203105,45.82184224375043
1203106,34.975962653141295
1203107,33.954650040845266
1203301,25.664600871689572
1203302,26.87741319476314
1203303,29.77179870262977
1203500,33.06817612522261
1204798,25.069480472678404
1205199,24.69851109094439
1205300,30.226815446889052
1205701,29.255842678444374
1205702,35.03068813778278
1205703,36.38116000811801
1205704,42.24516092078382
1205705,30.024602956656828
1205706,28.792316141597166
1205707,32.374854187603624
1205708,40.2718630937574
1205709,37.999538214195454
1205710,48.89000291154627
1205711,36.182758835291565
1205998,34.67196331929464
1206100,42.58750649086699
1206901,32.53150177487287
1206902,32.83205899400663
1206903,29.780748513661766
1207101,40.39744165128347
1207102,32.007779911266276
1207103,25.741711098554536
1207104,35.72701109890069
1207105,51.410628864184204
1207106,32.006151913470354
1207301,37.654954829485185
1207302,24.208881324786617
1208101,35.52767318368064
1208102,27.874508529373003
1208103,49.586445881119936
1208301,26.687503427690995
1208302,28.203175941238406
1208303,24.969493235637348
1208500,90.39555992363911
1208601,33.185405295238404
1208602,24.311420928651746
1208603,53.689629359932425
1208604,45.23710790114457
1208605,42.90933392313187
1208606,25.865529134753583
1208607,26.835050628492443
1208608,26.244558203181548
1208609,22.283627988309785
1208610,34.083310688362175
1208611,33.05973593073206
1208612,53.67675483647141
1208613,30.313624542882845
1208614,66.09256890017737
1208615,29.198158319632512
1208616,100.47067304106321
1208617,34.39333645980785
1208618,31.969832629684714
1208619,30.163308628464176
1208620,36.57904429871312
1208621,31.009513373104358
1208622,37.986807071161444
1208623,43.59817904275764
1208624,31.43959306332034
1208625,39.62364557006577
1209101,30.657455255773495
1209102,32.43386818798055
1209501,30.323949531501025
1209502,35.30229600079858
1209503,41.491710284792305
1209504,28.39963975126228
1209505,42.59963659023467
1209506,28.01189023730101
1209507,44.68646753917957
1209508,24.223854421702605
1209509,33.07718116859411
1209510,37.76278073757371
1209701,60.58297451889664
1209702,33.11400474857258
1209703,24.25107608606448
1209901,44.05756952252514
1209902,46.03139905269591
1209903,75.84305216953254
1209904,30.116050610035934
1209905,45.31517044659043
1209906,34.83486001695449
1209907,46.174064786515885
1209908,52.238613610462046
1209909,58.83641570186332
1209910,49.26910794413504
1209911,40.45235886630978
1210101,31.515307826219193
1210102,36.59534519943308
1210103,24.47978956779729
1210104,34.686994141996884
1210301,39.828441444513814
1210302,38.41697017334671
1210303,77.38163544500037
1210304,31.90150499480007
1210305,35.46855041081986
1210306,32.069583445508414
1210307,42.06271334841527
1210308,49.01764558189806
1210501,30.7852479300281
1210502,25.15155121529803
1210503,32.91813653357082
1210504,28.678074434780026
1210505,29.908703043035782
1210799,26.12783404209479
1210902,47.07146084678838
1210903,64.1620613585318
1211101,28.71709714584081
1211102,39.63492583906526
1211103,44.33013704793573
1211300,33.354349328259985
1211501,90.33583001366124
1211502,40.75315937534678
1211503,36.62325048259528
1211701,40.78900380044487
1211702,37.3277271336118
1211703,29.409460478477712
1211704,39.92193656184764
1211900,36.05415588818699
1212701,28.20012148759578
1212702,32.258391345599236
1212703,52.847366109723275
1212704,33.29982360472685
1300100,27.345593902213235
1300200,24.834032064965715
1300300,31.194731452740335
1300400,31.315514199221337
1300500,26.220706717780622
1300601,45.362401624002196
1300602,25.054980918148907
1300701,42.805711496689085
1300702,88.26102908092182
1300801,59.68127011511671
1300802,43.63706834408363
1300900,29.351512335529602
1301000,25.709286957407453
1301100,32.750190302856765
1301200,31.640665014804455
1301301,40.94841698030755
1301302,61.68412901723902
1301303,34.91307519914005
1301304,39.86419352790941
1301305,39.55469001660026
1301401,56.311600684734294
1301402,60.42805488428568
1301403,65.84209502007812
1301404,69.35399464562782
1301405,64.3314146868315
1301406,41.22471950410518
1301407,34.581016868977756
1301408,35.057475782731885
1301501,49.428048159699436
1301502,33.94379581894187
1301503,33.51675533773548
1301504,47.15593824672353
1301505,39.45609293195432
1301506,53.74965060563663
1301601,33.28114024994452
1301602,44.06029419440284
1301603,40.98194079962866
1301604,34.6618767147142
1301605,31.217626464719277
1301606,28.183388932509704
1301607,32.63013468195652
1301700,34.036855319655096
1301800,35.03564876418429
1301900,35.974626109086
1302000,170.52724281129449
1302100,32.47740835766996
1302201,102.67916550705777
1302202,27.462856231075477
1302301,24.17754601754556
1302302,36.03485855986527
1302400,46.6960360994821
1302500,40.13721170643292
1302600,28.608339956267216
1302700,28.69529312329974
1302800,36.47574180292449
1302900,32.205029524700926
1303000,48.35799528355865
1303100,25.540184174743132
1303200,34.16325991973697
1303301,28.8540550725415
1303302,26.31678121002673
1303400,29.775178567353038
1303500,211.44981909359979
1303600,33.88369206286857
1303700,25.35798046733739
1303800,26.177233574789987
1303900,27.232328428421045
1304000,38.22811124864225
1304100,23.584630922897393
1304200,26.29621643119404
1304300,26.759777660211498
1304400,25.938321616600014
1304500,21.87992340110432
1304600,27.085420798344465
1304701,28.09048720741871
1304702,37.55580891760051
1304800,32.470568785842794
1500100,40.93768133263768
1500200,30.312839367928717
1500301,27.423746572708346
1500302,39.61923144203633
1500303,133.9926144289347
1500304,116.19755935352129
1500305,31.475541995624212
1500306,33.6372054532685
1500307,30.87714403914666
1500308,32.89071554077683
1600100,30.233998041760916
1600200,34.07184582404918
1600300,29.86576800751767
1600400,39.59438794754181
1600500,29.43553113563928
1600600,31.607354075081485
1600701,33.41115173619087
1600702,33.98145680377101
1600800,35.86748724872811
1600900,29.53530120953576
1601000,25.53057051889186
1601100,26.856757278360142
1601200,32.40687404408734
1601300,26.587560209727812
1700100,28.850576812645926
1700701,30.718108707807367
1701901,39.09326737819603
1701902,28.161429316496644
1702900,30.8249686343136
1703101,44.991606541531965
1703102,39.94552988811526
1703103,44.6402622531354
1703104,51.750741380671684
1703105,41.967518664321155
1703106,84.89054038218701
1703107,50.24133673725979
1703108,41.560927500296295
1703109,30.323316525458125
1703110,29.903951926890397
1703111,53.00865159123443
1703112,26.019004665108035
1703113,39.62674840322388
1703114,32.62861413694645
1703115,38.25153980634052
1703116,32.50073491825594
1703117,40.551583505621394
1703118,32.55278103717873
1703151,39.3359145557185
1703152,52.26802905322934
1703153,38.66982889691488
1703154,64.98469340702965
1703155,53.00397303911993
1703156,34.61486501197822
1703157,31.638244010046737
1703158,34.332576487300614
1703159,56.476732735626776
1703160,56.791085175290256
1703161,52.3327913938312
1703162,44.93774052746031
1703163,27.035480476179696
1703164,33.45143981795613
1703165,27.14096503631239
1703166,33.30918747642365
1703167,25.62071236169224
1703168,28.146273762294836
1703700,30.001485510860466
1704301,37.635339077916505
1704302,33.464133931423305
1704303,56.2393195273472
1704304,44.046935626054754
1704305,45.84584178610162
1704306,41.95050727086067
1704307,64.88735902896497
1704900,28.80136081051136
1707300,27.436618041821067
1708901,45.541331367208834
1708902,36.62893113265748
1708903,41.33419579097086
1708904,25.158906871500832
1709100,36.30920209259357
1709300,33.56767521965101
1709500,31.49483294949965
1709701,35.20221392594487
1709702,34.6054520895315
1709703,40.945924949653715
1709704,50.78167220385963
1709705,68.79547266475635
1709900,31.004117002955734
1711101,42.24532808218131
1711102,34.69946092243132
1711300,32.99256229443888
1711500,30.390976576701284
1711700,26.92187942024347
1711901,28.74430293707164
1711902,34.477332046799596
1712100,28.7635342528393
1713500,34.06088230680868
1714300,35.227430902140306
1716100,30.73197178192594
1716301,30.162011582355323
1716302,32.80574579905431
1716500,27.456237838568168
1716700,33.1946884514375
1717900,31.335404902566964
1719500,27.665712181515023
1719701,47.1509572422816
1719702,43.13270481609742
1719703,32.43752323307687
1719704,40.40419052589281
1719705,35.73846532491254
1719900,26.049944066733666
1720101,28.819165255209718
1800101,23.4336922241761
1800102,27.703797124946384
1800103,33.21301419799885
1800104,47.400831030194034
1800200,34.92824697919661
1800300,30.07026245547693
1800401,26.31928395309272
1800402,32.86714588356267
1800501,24.78258335202112
1800502,30.330436724131356
1800600,31.420019736008864
1800700,29.21874518539262
1800800,31.488074574507078
1800900,26.430663394164842
1801001,33.93658524390543
1801002,28.14269671439925
1801003,39.66362275213658
1801100,29.21175423923145
1801200,28.321322174816903
1801300,29.656083522675203
1801400,26.526137743896996
1801500,26.96777581618004
1801600,28.524515507623093
1801700,27.118091741454954
1801801,44.20232908040008
1801901,63.48804672600188
1801902,42.98397545601666
1802000,27.68123608518356
1802100,23.979499699078826
1802200,38.17588670355641
1802300,36.74512110243079
1802401,29.143464134301414
1802402,36.425349556255554
1802403,38.25812344519368
1802404,26.387364299059545
1802405,30.657548117624934
1802406,26.919738514581073
1802407,26.76878871808049
1802500,33.613233960408984
1802600,32.21018946114934
1802700,24.90226423587493
1802800,28.080113087110895
1802900,33.545129036520066
1803000,28.18503886232319
1803100,27.831694296083402
1803200,27.550319946977012
1803300,31.463352647941043
1803400,30.667580060429092
1803500,26.554204340305464
1803600,38.875322406220356
1803700,30.871605011947832
1900100,26.123516986423883
1900200,27.27449115372736
1900301,32.529006067165845
1900302,27.09259361561969
1900400,27.849772020583362
1900500,30.47426780294575
1900600,29.070517408244086
1900700,27.152543703876717
1900800,28.428232137163445
1900900,30.98998606827155
1901100,32.839224094968785
1901200,26.560795127784598
1901300,28.719521092751062
1901400,30.57033779539664
1901501,37.16317418254916
1901502,30.337943059981132
1901503,27.403996769909845
1901600,34.76268528209235
1901800,27.481352435926173
1901900,28.09736738227052
1902000,29.71848675562013
1902100,28.818484176841295
1902200,23.80206832053142
1902300,26.629528908032853
2000100,25.277474235133838
2000200,34.91506733706857
2000300,40.74359280956413
2000400,26.7256720209824
2000501,28.729342157165473
2000601,29.707695498372754
2000700,30.523797975124875
2000801,43.44774570076798
2000802,42.05913034943155
2000803,53.96320046387936
2000804,34.99343070082749
2000900,32.40804826266402
2001000,25.505528124146075
2001101,24.85720367098855
2001201,33.183106469420444
2001301,39.22416393679286
2001401,29.441164601133856
2001501,27.89526619320457
2001600,24.931970407402957
2001701,25.53311516856083
2001800,24.292153492441667
2100100,26.796591094439297
2100200,25.423927660138855
2100300,23.138996325921923
2100400,30.356812839691376
2100500,30.369745792523435
2100600,27.27936507889561
2100700,26.817674759329208
2100800,28.508886142139975
2100900,21.296510213927416
2101000,28.83737743357143
2101100,22.749071442118417
2101200,27.53571839125391
2101300,29.25363036169279
2101400,23.949132800448975
2101500,27.023353710997334
2101600,29.340664932696768
2101701,23.67842183462482
2101702,40.451993809373114
2101703,46.62325100427447
2101704,36.86786339134893
2101705,26.221347085832527
2101706,24.87388446762631
2101800,37.52138145742068
2101901,28.003067989457207
2101902,40.43423236851943
2101903,30.762542054198306
2102000,35.396704687447375
2102100,28.903793911419893
2102200,26.8913906018505
2102300,28.030412727637273
2102400,34.79296109189986
2102500,33.210797449938596
2102600,33.19840176195555
2102700,25.047066472890332
2102800,27.24369865637857
2200101,24.709499490009758
2200102,33.33999232368329
2200200,26.557595848717128
2200300,27.953392450383003
2200400,33.16725555660013
2200500,30.70984596058138
2200600,29.30207040308886
2200700,27.285230068334098
2200801,39.10187437153232
2200901,41.70423917987769
2201000,25.773316759499288
2201100,26.21612035318973
2201201,24.06476673359876
2201202,38.108230314666095
2201300,28.700232071779997
2201400,30.313982253985706
2201501,27.41222074062215
2201502,22.37733538457688
2201503,29.940391919021447
2201504,34.19163976776602
2201600,34.98452407587321
2201700,36.038991865307516
2201800,25.38858565563567
2201900,29.320159615879593
2202000,30.656752996280254
2202100,27.192036521007207
2202201,39.28362037580524
2202202,31.111309703514852
2202301,36.07876221836173
2202302,34.746255618273615
2202303,32.40290035957794
2202401,32.440939015132976
2202402,30.817881417279516
2202403,40.546409217037855
2202501,28.704597142931203
2300100,41.825860120551425
2300200,27.402198414239848
2300300,30.790065703875396
2300400,32.64693777859827
2300500,36.17557358164186
2300600,30.92086559461172
2300700,33.98601510561107
2300800,39.969530503861236
2300900,41.83736454328504
2301000,37.91698021176713
2400101,30.175105643131225
2400201,34.824134302664866
2400301,39.09542674297122
2400302,49.54101539987655
2400400,40.44518172185699
2400501,51.693784541206114
2400502,39.48561652996472
2400503,53.37927833889224
2400504,36.764009173616074
2400505,39.97341620851584
2400506,29.46329215371338
2400507,34.88037611699845
2400601,41.27116410302457
2400602,34.977799010807075
2400700,37.80595510322579
2400801,31.312064153646222
2400802,39.2895684018506
2400803,29.535885975597637
2400804,42.7296224121939
2400805,36.58859191894585
2400901,67.32524695373114
2400902,55.2440877863442
2400903,46.74435046496357
2401001,58.86539797416058
2401002,42.56899328777168
2401003,52.60007555133343
2401004,66.31867341663629
2401005,41.44745175566827
2401006,43.44763026094554
2401007,46.26297008115928
2401008,86.94079478781447
2401101,28.155142670766466
2401102,36.96699821653611
2401103,31.319171914462625
2401104,32.71637580965982
2401105,42.579461291595145
2401106,50.25731283134805
2401107,47.06313027333356
2401201,51.32632677781629
2401202,32.21893886753424
2401203,45.311643002490364
2401204,52.991107780556554
2401205,56.01171393740666
2401300,40.194819573662336
2401400,29.51538666296987
2401501,44.260485341446675
2401601,59.899142710881826
2401700,45.41091837926476
2500100,37.88029557762818
2500201,33.39046229819462
2500301,37.40089040658588
2500401,36.063834012318445
2500402,29.533562420275707
2500403,37.90203581965637
2500501,35.87373636299022
2500502,39.67648183487608
2500503,49.03280279042063
2500504,34.87481847817961
2500505,32.619224593303194
2500506,35.33112596200235
2500507,36.046876560339875
2500601,53.25452986008918
2500602,28.068676431338478
2500603,45.49855509228651
2500604,68.78555292639948
2500605,36.59575391793028
2500606,66.35819990164842
2500607,71.29674413255542
2500608,62.00735311862171
2500609,41.285799238765414
2500610,49.559442083926456
2500611,63.188358670556944
2500612,64.8634812288291
2500613,51.66837869334549
2500701,41.877877650837775
2500702,39.772099000998395
2500703,51.78132581852816
2500704,43.515261863973095
2500705,31.829342973082834
2500706,50.15421468696651
2500801,39.77337621869042
2500802,60.59929460438749
2500803,45.93323346172628
2500804,31.98014691591499
2500805,45.003775161102745
2500806,40.867699788898555
2500901,86.16665659448392
2500902,133.47003955356357
2500903,36.15758670728922
2500904,39.80520454482271
2500905,47.12508250007374
2500906,48.00204365957823
2501001,46.50577776610638
2501002,44.16114901809688
2501003,29.313859146027195
2501004,32.8785235239541
2501101,32.2225682184527
2501102,51.17571178811823
2501103,49.41323185696172
2501104,44.18067243642608
2501201,41.61972072276318
2501301,83.78041852579412
2600100,36.00714065072588
2600200,31.315656286940456
2600300,29.903782461419585
2600400,32.13049728509431
2600500,38.698530941776525
2600600,27.193899508431
2600700,28.3946813995066
2600801,32.41829984880885
2600802,33.51698237860617
2600900,34.08475040875571
2601001,29.476102508834135
2601002,32.95032414575494
2601003,41.13008088472992
2601004,41.34634864860184
2601100,29.972883653455995
2601200,26.073647929074436
2601300,24.979052272550806
2601400,31.8330474630861
2601500,28.961865589569243
2601600,28.431565174815947
2601701,59.53854103667234
2601702,25.623424000173014
2601703,24.36276951828511
2601704,31.280241068095226
2601801,31.21729565184556
2601802,23.54138855517563
2601900,36.53162711910983
2602000,29.806942351913793
2602101,34.7027558288338
2602102,29.320482518021997
2602200,26.88705624570081
2602300,28.801184552400752
2602400,33.36958048086403
2602500,28.45690036735701
2602600,28.284379719461597
2602701,39.9300164381084
2602702,44.172063662206284
2602703,35.738013289488485
2602800,38.34404843298437
2602901,40.7080418767265
2602902,41.48031468948424
2602903,46.06564443183878
